0, 0, 0
0.025, 2.23609, 0.586635
0.05, 6.54492, 1.74544
0.075, 12.7643, 3.44789
0.1, 20.687, 5.65206
0.125, 30.0762, 8.30368
0.15, 40.66, 11.3375
0.175, 52.1431, 14.6787
0.2, 64.2087, 18.245
0.225, 76.5296, 21.9484
0.25, 88.7725, 25.6974
0.275, 100.609, 29.3992
0.3, 111.72, 32.9617
0.325, 121.808, 36.2963
0.35, 130.599, 39.3196
0.375, 137.855, 41.9553
0.4, 143.373, 44.1368
0.425, 146.996, 45.808
0.45, 148.613, 46.9255
0.475, 148.164, 47.4589
0.5, 145.64, 47.3921
0.525, 141.084, 46.7237
0.55, 134.588, 45.4666
0.575, 126.293, 43.6483
0.6, 116.387, 41.3096
0.625, 105.094, 38.5044
0.65, 92.6757, 35.2974
0.675, 79.4204, 31.7636
0.7, 65.6375, 27.9857
0.725, 51.6501, 24.0522
0.75, 37.7862, 20.0556
0.775, 24.3712, 16.0898
0.8, 11.7199, 12.2478
0.825, 0.128178, 8.61966
0.85, -10.1337, 5.28996
0.875, -18.828, 2.33603
0.9, -25.7554, -0.174125
0.925, -30.76, -2.18345
0.95, -33.7327, -3.64721
0.975, -34.6146, -4.53413
1, -33.3979, -4.82713
1.025, -30.1262, -4.52375
1.05, -24.8938, -3.63622
1.075, -17.8428, -2.19111
1.1, -9.16013, -0.228713
1.125, 0.927436, 2.19798
1.15, 12.1586, 5.02457
1.175, 24.244, 8.17686
1.2, 36.8736, 11.5727
1.225, 49.7238, 15.1238
1.25, 62.4661, 18.7384
1.275, 74.7746, 22.3229
1.3, 86.3341, 25.7845
1.325, 96.8482, 29.0335
1.35, 106.046, 31.9856
1.375, 113.69, 34.5635
1.4, 119.581, 36.6996
1.425, 123.561, 38.3367
1.45, 125.523, 39.4304
1.475, 125.405, 39.9496
1.5, 123.201, 39.8772
1.525, 118.954, 39.2109
1.55, 112.758, 37.963
1.575, 104.754, 36.1602
1.6, 95.1299, 33.8429
1.625, 84.1116, 31.064
1.65, 71.9604, 27.8882
1.675, 58.9655, 24.3896
1.7, 45.4368, 20.6506
1.725, 31.6975, 16.7593
1.75, 18.0762, 12.8079
1.775, 4.89861, 8.88977
1.8, -7.52032, 5.09775
1.825, -18.8843, 1.52152
1.85, -28.9228, -1.7545
1.875, -37.3979, -4.65326
1.9, -44.1101, -7.10694
1.925, -48.9033, -9.05865
1.95, -51.6682, -10.4639
1.975, -52.3457, -11.2914
2, -50.9279, -11.5244
2.025, -47.4584, -11.1605
2.05, -42.031, -10.2121
2.075, -34.7881, -8.70575
2.1, -25.9162, -6.68195
2.125, -15.6421, -4.19373
2.15, -4.22711, -1.30557
