0, 0, 0
0.025, 2.23211, 0.5868
0.05, 6.53835, 1.74559
0.075, 12.755, 3.44791
0.1, 20.6762, 5.65154
0.125, 30.0639, 8.3022
0.15, 40.6471, 11.3346
0.175, 52.1296, 14.6744
0.2, 64.1951, 18.2397
0.225, 76.5156, 21.9431
0.25, 88.7583, 25.6932
0.275, 100.594, 29.3968
0.3, 111.705, 32.961
0.325, 121.792, 36.2961
0.35, 130.583, 39.3176
0.375, 137.838, 41.9492
0.4, 143.357, 44.1241
0.425, 146.981, 45.7865
0.45, 148.6, 46.8933
0.475, 148.155, 47.4151
0.5, 145.635, 47.3376
0.525, 141.083, 46.6621
0.55, 134.592, 45.4052
0.575, 126.304, 43.597
0.6, 116.403, 41.2784
0.625, 105.116, 38.4991
0.65, 92.7021, 35.3174
0.675, 79.4502, 31.8016
0.7, 65.6695, 28.0307
0.725, 51.6826, 24.0935
0.75, 37.8177, 20.0857
0.775, 24.4004, 16.1056
0.8, 11.7458, 12.2499
0.825, 0.150432, 8.61092
0.85, -10.1151, 5.27425
0.875, -18.8128, 2.31685
0.9, -25.7434, -0.193967
0.925, -30.7509, -2.20182
0.95, -33.7262, -3.66255
0.975, -34.6106, -4.54535
1, -33.3961, -4.83362
1.025, -30.1267, -4.52545
1.05, -24.8963, -3.63365
1.075, -17.8471, -2.18532
1.1, -9.16595, -0.221167
1.125, 0.920484, 2.2056
1.15, 12.151, 5.03055
1.175, 24.2365, 8.17974
1.2, 36.8666, 11.5716
1.225, 49.7177, 15.1189
1.25, 62.4609, 18.7309
1.275, 74.7702, 22.3151
1.3, 86.3302, 25.7789
1.325, 96.8446, 29.0316
1.35, 106.043, 31.9873
1.375, 113.687, 34.5674
1.4, 119.578, 36.7036
1.425, 123.56, 38.3387
1.45, 125.522, 39.4287
1.475, 125.407, 39.9434
1.5, 123.206, 39.8672
1.525, 118.962, 39.1994
1.55, 112.77, 37.9537
1.575, 104.77, 36.1571
1.6, 95.1497, 33.8488
1.625, 84.1352, 31.0794
1.65, 71.9872, 27.9103
1.675, 58.9945, 24.4136
1.7, 45.4667, 20.671
1.725, 31.7272, 16.7719
1.75, 18.1043, 12.8105
1.775, 4.92422, 8.88287
1.8, -7.49776, 5.08336
1.825, -18.8649, 1.5024
1.85, -28.9065, -1.77567
1.875, -37.3845, -4.67417
1.9, -44.0993, -7.12556
1.925, -48.8948, -9.07313
1.95, -51.662, -10.4726
1.975, -52.3418, -11.2933
2, -50.9261, -11.5194
2.025, -47.4587, -11.1491
2.05, -42.0336, -10.1954
2.075, -34.7927, -8.68535
2.1, -25.9227, -6.65945
2.125, -15.6501, -4.17091
2.15, -4.23601, -1.28422
2.175, 8.03055, 1.92643
2.2, 20.8395, 5.37908
2.225, 33.8674, 8.98618
2.25, 46.7852, 12.6568
2.275, 59.267, 16.2987
2.3, 70.9975, 19.8199
2.325, 81.6802, 23.1309
2.35, 91.0446, 26.1461
2.375, 98.853, 28.7869
2.4, 104.906, 30.9843
2.425, 109.047, 32.6808
2.45, 111.167, 33.832
2.475, 111.207, 34.4076
2.5, 109.16, 34.3914
2.525, 105.068, 33.7821
2.55, 99.0253, 32.5927
2.575, 91.1739, 30.8498
2.6, 81.7, 28.5928
2.625, 70.8303, 25.873
2.65, 58.8254, 22.7531
2.675, 45.9742, 19.3064
2.7, 32.5865, 15.6154
2.725, 18.9855, 11.7695
2.75, 5.49987, 7.86259
2.775, -7.54433, 3.98971
2.8, -19.8318, 0.244619
2.825, -31.0657, -3.28278
2.85, -40.9755, -6.50824
2.875, -49.3231, -9.35479
2.9, -55.9091, -11.7546
2.925, -60.5772, -13.6508
2.95, -63.2185, -14.9998
2.975, -63.7737, -15.7713
3, -62.2351, -15.9492
3.025, -58.6462, -15.5318
3.05, -53.1009, -14.5316
3.075, -45.7412, -12.9755
3.1, -36.7537, -10.904
3.125, -26.365, -8.37003
3.15, -14.836, -5.43824
3.175, -2.4558, -2.18285
3.2, 10.4657, 1.31403
3.225, 23.605, 4.96458
3.25, 36.6334, 8.6776
3.275, 49.2245, 12.3607
3.3, 61.0632, 15.9223
3.325, 71.853, 19.2734
3.35, 81.3234, 22.3289
3.375, 89.2365, 25.0106
3.4, 95.3927, 27.2492
3.425, 99.6361, 28.9869
3.45, 101.858, 30.1792
3.475, 101.998, 30.7953
3.5, 100.049, 30.8189
3.525, 96.0547, 30.2484
3.55, 90.1086, 29.0965
3.575, 82.3526, 27.3897
3.6, 72.9731, 25.1676
3.625, 62.1967, 22.482
3.65, 50.2842, 19.3961
3.675, 37.5244, 15.9838
3.7, 24.2272, 12.3278
3.725, 10.7158, 8.51755
3.75, -2.6811, 4.64649
3.775, -15.6374, 0.809428
3.8, -27.8377, -2.90027
3.825, -38.9855, -6.39287
3.85, -48.8099, -9.58399
3.875, -57.0732, -12.3964
3.9, -63.5757, -14.7623
3.925, -68.1613, -16.6253
3.95, -70.721, -17.9419
3.975, -71.1956, -18.6819
4, -69.5773, -18.8289
4.025, -65.9096, -18.381
4.05, -60.2864, -17.3507
4.075, -52.8498, -15.7647
4.1, -43.7862, -13.6634
4.125, -33.3222, -11.0999
4.15, -21.7187, -8.13866
4.175, -9.26472, -4.85407
4.2, 3.72977, -1.32828
4.225, 16.9414, 2.35079
4.25, 30.0413, 6.09175
4.275, 42.7034, 9.8021
4.3, 54.6124, 13.3903
4.325, 65.4717, 16.7674
4.35, 75.0108, 19.849
4.375, 82.9919, 22.557
4.4, 89.2153, 24.8222
4.425, 93.5251, 26.5866
4.45, 95.8122, 27.8055
4.475, 96.0174, 28.4478
4.5, 94.1328, 28.4971
4.525, 90.2018, 27.9518
4.55, 84.3183, 26.8243
4.575, 76.6243, 25.1412
4.6, 67.3062, 22.9421
4.625, 56.5904, 20.2791
4.65, 44.7379, 17.2157
4.675, 32.0374, 13.8262
4.7, 18.799, 10.1932
4.725, 5.34575, 6.40612
4.75, -7.99352, 2.5584
4.775, -20.8927, -1.25546
4.8, -33.0365, -4.94228
4.825, -44.1283, -8.41234
4.85, -53.8973, -11.5811
4.875, -62.1058, -14.3714
4.9, -68.5541, -16.7154
4.925, -73.0861, -18.557
4.95, -75.5928, -19.8529
4.975, -76.0151, -20.5725
5, -74.3451, -20.6996
